hts8|brief_description|quantity_1_code|quantity_2_code|mfn_ave97|mfn_rate_type_code|wto_binding_code|mfn_ad_val_rate|mfn_specific_rate|mfn_other_rate|gsp_indicator|gsp_ctry_excluded|apta_indicator|civil_air_indicator|cbi_indicator|cbi_ad_val_rate|cbi_specific_rate|israel_fta_indicator|atpa_indicator|atpa_ad_val_rate|atpa_specific_rate|pharmaceutical_ind|dyes_indicator|nafta_canada_ind|canada_ad_val_rate|canada_specific_rate|canada_other_rate|nafta_mexico_ind|mexico_ad_val_rate|mexico_specific_rate|mexico_other_rate|col2_rate_type_code|col2_ad_val_rate|col2_specific_rate|col2_other_rate|begin_effect_date|end_effective_date
84619040|Machine-tools for working by removing metal or cermets, nesoi, numerically controlled|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84619080|Machine-tools for working by removing metal or cermets, nesoi, other than numerically controlled|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84621000|Forging or die-stamping machines (including presses) and hammers|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84623100|Shearing machines (incl. presses), excl. combined punching & shearing machines, numerically controlled for working metal or metal carbides|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84623900|Shearing machines (incl. presses), excl. combined punch & shearing machines, nt numerically controlled for working metal or metal carbides|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84624100|Punch/notch machines (incl. presses), incl. combined punch & shearing machines, numerically controlled for working metal or metal carbides|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84624900|Punch/notch machines (incl. presses), incl. combined punch & shear machines, nt numerically controlled for working metal or metal carbides|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84629140|Hydraulic presses, numerically controlled|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84629180|Hydraulic presses, not numerically controlled|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84629940|Machine tools (including nonhydraulic presses) for working metal or metal carbides, nesi, numerically controlled|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84629980|Machine tools (including nonhydraulic presses) for working metal or metal carbides, nesi, not numerically controlled|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84631000|Draw-benches for bars, tubes, profiles, wire or the like, for working metal or cermets, without removing material|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84632000|Thread rolling machines for working metal or cermets, without removing material|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84633000|Machines for working wire of metal or cermets, without removing material|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84639000|Machine tools for working metal or cermets, without removing material, nesoi|NO||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84641000|Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass|NO||0|0|B|0|0|0||||||||||||||||||||||7|0.35|0|0|01/01/1995 00:00:00|12/31/1999 00:00:00
84642050|Grinding or polishing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials, or glass, nesi|NO||0.024|7|B|0.024|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
84651000|Machines for working certain hard materials which can carry out different types of machining operations w/o tool change between operations|NO||0.026|7|B|0.026|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
84659100|Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials|NO||0.03|7|B|0.03|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84659200|Planing, milling or molding (by cutting) machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials|NO||0.03|7|B|0.03|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84659300|Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials|NO||0.03|7|B|0.03|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1996 00:00:00|12/31/1999 00:00:00
84659400|Bending or assembling machines for working wood, cork, bone hard rubber, hard plastics or similar hard materials|NO||0.032|7|B|0.032|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
84659500|Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials|NO||0.03|7|B|0.03|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
84659600|Splitting, slicing or paring machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials|NO||0.026|7|B|0.026|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
84662010|Work holders for machine tools used in cutting gears|X||0.051|7|B|0.051|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.45|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
84663010|Dividing heads for use solely or principally for machine tools of headings 8456 to 8465|X||0.041|7|B|0.041|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
84669110|Cast iron parts not advanced beyond cleaning and specifically machined, for machines of heading 8464|KG||0|0|B|0|0|0||||||||||||||||||||||7|0.1|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
70033000|Cast or rolled glass profiles|M2||0.063|7|B|0.063|0|0|A||B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.6|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
70042010|Drawn or blown glass, in sheets, w/absorbent, reflecting or non-reflecting layer, n/furth. wkd.|M2||0.02|7|B|0.02|0|0|A||B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.6|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
70042020|Drawn or blown glass, in rect. sheets, colored thru the mass, etc., w/o absorbent, reflecting or non-reflect. layer, n/furth wkd|M2|KG|0.019|5|B|0.018|0.011|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|5|0.05|0.062|0|01/01/1997 00:00:00|12/31/1997 00:00:00
70042050|Drawn or blown glass, in sheets (o/than rect.), colored thru the mass, opacified, flashed, w/o absorbent, etc. layer, n/furth. wkd.|M2||0.072|7|B|0.072|0|0|A||B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.6|0|0|01/01/1996 00:00:00|12/31/1999 00:00:00
84729060|Numbering, dating and check-writing machines|NO||0|0|B|0|0|0||||||||||||||||||||||7|0.25|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
70049025|Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 2 but n/o 3.5 mm, not further wkd.|M2|KG|0.012|2|B|0|0.008|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|2|0|0.053|0|01/01/1996 00:00:00|12/31/1997 00:00:00
39091000|Urea resins; thiourea resins|KG||0.067|7|B|0.067|0|0|A*|AR|||E|0|0|IL|J|0|0|K||CA|0|0|0|MX|0|0|0|7|0.415|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
39095050|Polyurethanes, other than elastomeric or cements, in primary forms|KG||0.063|7|B|0.063|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|4|0.515|0.154|0|01/01/1994 00:00:00|05/16/1997 00:00:00
39139020|Polysaccharides and their derivatives, nesoi, in primary forms|KG||0.058|7|B|0.058|0|0|A*|AR|||E|0|0|IL|J|0|0|K||CA|0|0|0|MX|0|0|0|7|0.5|0|0|05/17/1997 00:00:00|12/31/1999 00:00:00
39219050|Nonadhesive plates, sheets, film, foil and strip, nonflexible, nesoi, of noncellular plastics|M2|KG|0.048|7|B|0.048|0|0|A||B||E|0|0|IL|J|0|0|||CA|0.004|0|0|MX|0|0|0|7|0.425|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
39239000|Articles nesoi, for the conveyance or packing of goods, of plastics|X||0.03|7|B|0.03|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.8|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
40111010|New pneumatic radial tires, of rubber, of a kind used on motor cars (including station wagons and racing cars)|NO||0.04|7|B|0.04|0|0|A*|BR|||E|0|0|IL|J|0|0|||CA|0.004|0|0|MX|0|0|0|7|0.1|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
42010060|Saddlery and harnesses for animals nesi, (incl. traces, leads, knee pads, muzzles, saddle cloths and bags and the like), of any material|X||0.034|7|B|0.034|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.15|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
43031000|Articles of apparel and clothing accessories, of furskins|NO||0.047|7|B|0.047|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.5|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
43039000|Articles of furskin, nesi|X||0.014|7|B|0.014|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.5|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
44101100|Waferboard, including oriented strand board, of wood|M3|KG|0.016|7|B|0.016|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
44101900|Particle board and similar board of wood, other than waferboard|M3|KG|0.016|7|B|0.016|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.4|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
44111100|Fiberboard of a density exceeding 0.8 g/cm3, not mechanically worked or surface covered|M3||0.012|7|B|0.012|0|0|A*|ARBR|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
48025210|Writing paper, weighing 40 g/m2 to 150 g/m2, cont. n/o 10% by weight total fiber content obtained by mechanical process, in rolls or sheets|KG||0.017|7|B|0.017|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.28|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
69109000|Ceramic (o/than porcelain or china) sinks, washbasins, baths, bidets, water closet bowls, urinals & siml. sanitary fixtures|NO||0.063|7|B|0.063|0|0|A*|BR|||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|0.6|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
70071100|Toughened (tempered) safety glass, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels|M2||0.058|7|B|0.058|0|0|A||B||E|0|0|IL|J|0|0|||CA|0.006|0|0|MX|0|0|0|7|0.5|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
71141160|Articles of silver nesoi, for household, table or kitchen use, toilet and sanitary wares, including parts thereof|X||0.042|7|B|0.042|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.65|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
72022150|Ferrosilicon containing by weight more than 55% but not more than 80% of silicon, nesoi|KG|CKG|0.015|7|B|0.015|0|0|A*|ARBR|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.115|0|0|05/17/1997 00:00:00|12/31/1999 00:00:00
72023000|Ferrosilicon manganese|KG|CKG|0.039|7|B|0.039|0|0|A*|BR|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.23|0|0|01/01/1994 00:00:00|05/16/1997 00:00:00
73089095|Iron or steel, structures (excluding prefab structures of 9406) and parts of structures, nesoi|KG||0.04|7|B|0.04|0|0|A||||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.45|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
73159000|Iron or steel, parts of chain (other than articulated link chain)|KG||0.04|7|B|0.04|0|0|A||B||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.45|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
74091150|Refined copper, plates, sheets and strip, in coils, with a thickness over 0.15mm but less than 5 mm|KG||0.01|7|B|0.01|0|0|A||||E|0|0|IL|J|0|0|||CA|0.001|0|0|MX|0|0|0|7|0.075|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
74092100|Copper-zinc base alloys (brass), plates, sheets and strip, in coils|KG||0.019|7|B|0.019|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0.001|0|0|MX|0|0|0|7|0.09|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
74199950|Copper, articles nesoi, not coated or plated with precious metal|KG||0.02|7|B|0.02|0|0|A||B||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.46|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
79011100|Zinc (o/than alloy), unwrought, containing o/99.99% by weight of zinc|KG||0.015|7|B|0.015|0|0|A||||E|0|0|IL|J|0|0|||CA|0.001|0|0|MX|0|0|0|7|0.05|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
82072000|Interchangeable dies for drawing or extruding metal, and base metal parts thereof|NA||0.043|7|B|0.043|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
84099150|Parts nesi, used solely or principally with spark-ignition internal-combustion piston engines for vehicles of head 8701.20, 8702-8704|NA||0.027|7|B|0.027|0|0|A*|ARBR|B||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0.006|0|0|7|0.35|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
84099199|Parts nesi, used solely or principally with spark-ignition internal-combustion piston engines of heading 8407, nesi|NA||0.027|7|B|0.027|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.35|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
84099991|Parts nesi, used solely or principally with the engines of heading 8408, for vehicles of heading 8701.20, 8702, 8703, 8704|NA||0.03|7|B|0.03|0|0|A*|ARBR|B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
84139190|Parts of pumps, nesi|NA||0.012|7|B|0.012|0|0|A*|AR|B|C|E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
84223090|Machinery for filling,closing,sealing, capsuling or labeling bottles, cans, boxes or other containers;machinery for aerating beverages; nes|NO||0.014|7|B|0.014|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
84314910|Parts suitable for use solely or principally with the machinery of heading 8426, nesi|X||0.008|7|B|0.008|0|0|A*|AR|B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
84775100|Machinery for molding or retreading pneumatic tires or for molding or otherwise forming inner tubes|NO||0.034|7|B|0.034|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
84792000|Machinery for the extraction or preparation of animal or fixed vegetable fats or oils, nesi|NO||0.014|7|B|0.014|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
84803000|Molding patterns|NO||0.034|7|B|0.034|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.5|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
84813020|Check valves of iron or steel for pipes, boiler shells, tanks, vats or the like|NO|KG|0.062|7|B|0.062|0|0|A||B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.45|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
84818030|Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, hand operated, of iron or steel, nesi|NO|KG|0.066|7|B|0.066|0|0|A*|AR|B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.45|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
84818090|Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, other than hand operated, nesi|NO||0.027|7|B|0.027|0|0|A||B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
84819030|Parts of hand operated and check appliances for pipes, boiler shells, tanks, vats or the like, of iron or steel|KG||0.062|7|B|0.062|0|0|A||B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.45|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
85030065|Stators and rotors for electric motors & generators of heading 8501, nesi|X||0.03|7|B|0.03|0|0|A||B||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1995 00:00:00|05/16/1997 00:00:00
85243100|Pre-recorded discs for laser reading systems, reproducing phenomena other than sound or image|NO|M2|0|2|B|0|0.039|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0|0.009|0|MX|0|0|0|2|0|0.861|0|05/17/1997 00:00:00|06/30/1997 00:00:00
85243200|Pre-recorded discs for laser reading systems, reproducing sound only|NO|M2|0|2|B|0|0.039|0|A||||E|0|0|IL|J|0|0|||CA|0|0.009|0|MX|0|0|0|2|0|0.861|0|01/01/1997 00:00:00|05/16/1997 00:00:00
85245210|Pre-recorded magnetic video tape recordings of a width exceeding 4 mm but not exceeding 6.5 mm|LNM|NA|0.039|1|B|0|0.0046|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|1|0|0.033|0|01/01/1997 00:00:00|05/16/1997 00:00:00
85246000|Pre-recorded sound or other similar recorded phenomena, recorded on cards incorporating a magnetic stripe|NO|M2|0|2|B|0|0.039|0|A||||E|0|0|IL|J|0|0|||CA|0|0.009|0|MX|0|0|0|2|0|0.861|0|01/01/1997 00:00:00|05/16/1997 00:00:00
85249100|Pre-recorded media, nesoi, with recordings of phenomena other than sound or image|NO|M2|0|2|B|0|0.039|0|A||||E|0|0|IL|J|0|0|||CA|0|0.009|0|MX|0|0|0|2|0|0.861|0|01/01/1997 00:00:00|05/16/1997 00:00:00
85389080|Other parts nesi, suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537|X||0.042|7|B|0.042|0|0|A||B||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
87086080|Pts. & access. of mtr. vehic. of 8701, nesoi, of 8702, and of 8704-8705, non-driving axles & pts. thereof|NO|NA|0.027|7|B|0.027|0|0|A||B||E|0|0|IL|J|0|0|||CA|0.002|0|0|MX|0|0|0|7|0.25|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
87087060|Pts. & access. of mtr. vehicc of 8701, nesoi, and of 8702-8705, pts. & access. for road wheels|NO||0.027|7|B|0.027|0|0|A||B||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.25|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
87089980|Pts. & access., nesoi, of motor vehicles of 8701, nesoi, and 8702-8705|NA|NA|0.027|7|B|0.027|0|0|A||B||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.25|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
87169050|Parts of trailers and semi-trailers and vehicles, not mechanically propelled, nesoi|KG||0.031|7|B|0.031|0|0|A||||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.45|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
90039000|Parts of frames and mountings for spectacles, goggles or the like|X||0.044|7|B|0.044|0|0|A||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|0.5|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
90189010|Mirrors and reflectors used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof|X||0.036|7|B|0.036|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0.009|0|0|MX|0|0|0|7|0.45|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
91131000|Watch straps, watch bands and watch bracelets, of precious metal or of metal clad with precious metal, and parts thereof|X||0.053|7|B|0.053|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0.006|0|0|MX|0|0|0|7|0.8|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
91132060|Parts of watch bracelet of base metal, whether or not gold- or silver-plated, valued not over $12 per dozen|X||0.097|7|B|0.097|0|0|A*|AR|||E|0|0|IL|J|0|0|||CA|0.011|0|0|MX|0|0|0|7|1.1|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
94032000|Furniture (o/than seats) of metal nesoi, o/than of a kind used in offices|X||0.016|7|B|0.016|0|0|A*|AR|B|C|E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.45|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
94035090|Furniture (o/than seats) of wood (o/than bentwood), of a kind used in the bedroom & not designed for motor vehicle use|NA||0.01|7|B|0.01|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|05/16/1997 00:00:00
28491000|Calcium carbide|KG||0.018|7|B|0.018|0|0|A*|ARIN|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.1|0|0|05/17/1997 00:00:00|12/31/1997 00:00:00
29291015|Mixtures of 2,4- and 2,6-toluenediisocyanates|KG||0.118|4|B|0.115|0.026|0|A*|ARIN|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|4|0.435|0.154|0|05/17/1997 00:00:00|12/31/1997 00:00:00
29334030|Pesticides of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. a quinoline or isoquinoline ring-system, not further fused|KG||0.097|7|B|0.097|0|0|A*|ARIN|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|4|0.4|0.154|0|05/17/1997 00:00:00|12/31/1997 00:00:00
07081020|Peas, fresh or chilled, shelled or unshelled, if entered July 1 to Sept. 30, inclusive, in any year|KG||0.009|1|B|0|0.008|0|A||||E|0|0|IL|J|0|0|||CA|0|0.001|0|MX|0|0|0|1|0|0.086|0|01/01/1997 00:00:00|06/30/1997 00:00:00
07089015|Lentils, fresh or chilled, shelled or unshelled|KG||0.002|1|B|0|0.0016|0|A*|IN|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|1|0|0.011|0|07/01/1997 00:00:00|12/31/1997 00:00:00
07108093|Okra, reduced in size, frozen|KG||0.162|7|B|0.162|0|0|A*|GT|||E|0|0|IL|J|0|0|||CA|0.017|0|0|MX|0|0|0|7|0.35|0|0|07/01/1997 00:00:00|12/31/1997 00:00:00
07114000|Cucumbers including gherkins, provisionally preserved but unsuitable in that state for immediate consumption|KG||0.099|7|B|0.099|0|0|A*|IN|||E|0|0|IL|J|0|0|||CA|0.012|0|0|MX|0|0|0|7|0.35|0|0|07/01/1997 00:00:00|12/31/1997 00:00:00
07139010|Seeds of leguminous vegetables nesi, of a kind used for sowing|KG||0.024|1|B|0|0.024|0|A*|PEIN|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|1|0|0.132|0|07/01/1997 00:00:00|12/31/1997 00:00:00
07141010|Cassava (manioc), frozen, whether or not sliced or in the form of pellets|KG||0.079|7|B|0.079|0|0|A*|CR|||E|0|0|IL|J|0|0|||CA|0.017|0|0|MX|0|0|0|7|0.35|0|0|07/01/1997 00:00:00|12/31/1997 00:00:00
07141020|Cassava (manioc), fresh, chilled or dried, whether or not sliced or in the form of pellets|KG||0.113|7|B|0.113|0|0|A*|CR|||E|0|0|IL|J|0|0|||CA|0.025|0|0|MX|0|0|0|7|0.5|0|0|07/01/1997 00:00:00|12/31/1997 00:00:00
07142020|Sweet potatoes, fresh, chilled or dried, whether or not sliced or in the form of pellets|KG||0.073|7|B|0.073|0|0|A||||E|0|0|IL|J|0|0|||CA|0.01|0|0|MX|0|0|0|7|0.5|0|0|01/01/1997 00:00:00|06/30/1997 00:00:00
08119010|Bananas and plantains, frozen, in water or containing added sweetening|KG||0.034|7|B|0.034|0|0|A||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|06/30/1997 00:00:00
08119050|Pineapples, frozen, in water or containing added sweetening|KG||0.004|1|B|0|0.004|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|1|0|0.044|0|01/01/1997 00:00:00|06/30/1997 00:00:00
10070000|Grain sorghum|KG||0.007|1|B|0|0.0055|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|1|0|0.044|0|01/01/1997 00:00:00|06/30/1997 00:00:00
11063020|Flour, meal and powder of banana and plantain|KG||0.028|7|B|0.028|0|0|A||||E|0|0|IL|J|0|0|||CA|0.002|0|0|MX|0|0|0|7|0.2|0|0|01/01/1997 00:00:00|06/30/1997 00:00:00
